Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Month,Weekday,Temperature(°C)_normalized,Humidity(%)_normalized,Wind speed (m/s)_normalized,Visibility (10m)_normalized,Dew point temperature(°C)_normalized,Solar Radiation (MJ/m2)_normalized,Rainfall(mm)_normalized,Snowfall (cm)_normalized,Year,Day,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes
2017-12-02,167,3,-3.5,81,2.2,1221,-6.2,0.0,0.0,0.0,12,5,-1.3716280679953772,1.118484530172896,0.4584757759647645,-0.3548225809351565,-0.7866851981303675,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,89,4,-3.8,79,2.0,1167,-6.9,0.0,0.0,0.0,12,5,-1.396744980045261,1.0202587385928845,0.2654704514680881,-0.44359982374659773,-0.8402855167457174,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,79,5,-4.0,79,1.5,1202,-7.1,0.0,0.0,0.0,12,5,-1.4134895880785168,1.0202587385928845,-0.21704285977360252,-0.3860590182206636,-0.8555998934929601,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,70,6,-4.3,82,2.1,1178,-6.9,0.0,0.0,0.0,12,5,-1.4386065001284007,1.1675974259629018,0.3619731137164263,-0.4255155705813041,-0.8402855167457174,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,146,7,-4.4,81,2.5,1276,-7.1,0.0,0.0,0.0,12,5,-1.4469788041450289,1.118484530172896,0.7479837627097787,-0.26440131510868853,-0.8555998934929601,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,219,8,-4.2,79,2.1,1436,-7.3,0.01,0.0,0.0,12,5,-1.430234196111773,1.0202587385928845,0.3619731137164263,-0.0013576327044182146,-0.870914270240203,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,328,9,-2.9,68,1.6,1487,-7.9,0.3,0.0,0.0,12,5,-1.3213942438956097,0.4800168849028212,-0.1205401975252643,0.08248754106194296,-0.9168574004819313,-0.3097867697438045,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,334,10,-0.4,57,1.6,1309,-7.8,0.8,0.0,0.0,12,5,-1.1120866434799108,-0.06022496878724208,-0.1205401975252643,-0.2101485556128078,-0.9092002121083099,0.2657881414841382,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,388,11,1.9,49,1.8,1406,-7.7,1.0,0.0,0.0,12,5,-0.9195236510974678,-0.4531281351072881,0.0724651269714119,-0.050678323155218905,-0.9015430237346884,0.49601810597531526,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,479,12,4.3,41,1.3,1666,-7.8,1.09,0.0,0.0,12,5,-0.7185883546983971,-0.8460313014273341,-0.4100481842702787,0.3767676607517204,-0.9092002121083099,0.599621589996345,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,606,13,6.0,36,1.8,1780,-7.9,1.12,0.0,0.0,12,5,-0.5762591864157218,-1.0915957803773628,0.0724651269714119,0.564186284464763,-0.9168574004819313,0.6341560846700216,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,611,14,7.3,35,1.3,1955,-7.1,0.99,0.0,0.0,12,5,-0.46741923419955844,-1.1407086761673686,-0.4100481842702787,0.8518903120944337,-0.8555998934929601,0.4845066077507564,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,589,15,7.6,41,2.3,1953,-4.8,0.74,0.0,0.0,12,5,-0.44230232214967463,-0.8460313014273341,0.5549784382131023,0.8486022660643803,-0.6794845608996682,0.19671915213678504,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,618,16,6.4,48,2.6,1945,-3.8,0.22,0.0,0.0,12,5,-0.5427699703492099,-0.5022410308972939,0.8444864249581169,0.8354500819441668,-0.6029126771634542,-0.40187875554027536,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,572,17,6.0,51,2.5,1891,-3.3,0.06,0.0,0.0,12,5,-0.5762591864157218,-0.3549023435272766,0.7479837627097787,0.7466728391327255,-0.5646267352953473,-0.5860627271332169,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,489,18,5.5,53,1.5,1697,-3.3,0.0,0.0,0.0,12,5,-0.6181207064988615,-0.2566765519472651,-0.21704285977360252,0.4277323742175478,-0.5646267352953473,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,385,19,5.0,52,2.3,1666,-4.0,0.0,0.0,0.0,12,5,-0.6599822265820013,-0.30578944773727085,0.5549784382131023,0.3767676607517204,-0.618227053910697,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,359,20,4.6,51,1.2,1585,-4.6,0.0,0.0,0.0,12,5,-0.6934714426485131,-0.3549023435272766,-0.5065508465186169,0.24360179653455855,-0.6641701841524253,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,377,21,4.1,55,1.2,1448,-4.1,0.0,0.0,0.0,12,5,-0.7353329627316529,-0.15845076036725358,-0.5065508465186169,0.01837064347590206,-0.6258842422843184,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,354,22,3.5,54,1.5,1446,-4.9,0.0,0.0,0.0,12,5,-0.7855667868314206,-0.20756365615725933,-0.21704285977360252,0.015082597445848682,-0.6871417492732895,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-02,366,23,4.0,56,1.0,1352,-4.0,0.0,0.0,0.0,12,5,-0.7437052667482809,-0.10933786457724784,-0.6995561710152931,-0.13945556596666014,-0.618227053910697,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,2,False,False,True,True,True
2017-12-03,342,0,4.0,58,1.4,1296,-3.5,0.0,0.0,0.0,12,6,-0.7437052667482809,-0.011112072997236332,-0.3135455220219407,-0.23152085480815476,-0.5799411120425901,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,227,1,3.9,69,1.7,485,-1.2,0.0,0.0,0.0,12,6,-0.7520775707649088,0.5291297806928269,-0.024037535276926314,-1.5648235199948,-0.40382577944929815,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,228,2,3.3,79,1.4,830,0.0,0.0,0.0,0.0,12,6,-0.8023113948646766,1.0202587385928845,-0.3135455220219407,-0.9976355798105921,-0.31193951896584143,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,117,3,3.4,71,1.6,1011,-1.3,0.0,0.5,0.0,12,6,-0.7939390908480486,0.6273555722728384,-0.1205401975252643,-0.7000674140907613,-0.4114829678229195,-0.6551317164805701,0.3114120092412269,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,76,4,3.5,73,1.0,1060,-0.8,0.0,0.0,0.0,12,6,-0.7855667868314206,0.72558136385285,-0.6995561710152931,-0.6195102863544535,-0.3731970259548125,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,32,5,3.9,75,1.9,914,-0.1,0.0,0.0,0.0,12,6,-0.7520775707649088,0.8238071554328614,0.1689677892197499,-0.8595376465483502,-0.3195967073394628,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,13,6,3.4,86,2.5,278,1.2,0.0,1.0,0.0,12,6,-0.7939390908480486,1.3640490091229247,0.7479837627097787,-1.9051362841053248,-0.22005325848238474,-0.6551317164805701,0.75462390216619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,22,7,3.1,91,1.2,129,1.7,0.0,0.0,0.0,12,6,-0.8190560028979325,1.6096134880729536,-0.5065508465186169,-2.1500957133443017,-0.1817673166142778,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,85,8,3.2,92,1.8,244,2.0,0.0,0.0,0.0,12,6,-0.8106836988813044,1.6587263838629593,0.0724651269714119,-1.9610330666162323,-0.15879575149341366,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,152,9,3.5,91,1.8,231,2.1,0.02,2.5,0.0,12,6,-0.7855667868314206,1.6096134880729536,0.0724651269714119,-1.9824053658115792,-0.15113856311979226,-0.6321087200314524,2.0842595809410795,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,200,10,4.4,89,2.2,257,2.7,0.24,0.0,0.0,12,6,-0.710216050681769,1.511387696492942,0.4584757759647645,-1.9396607674208852,-0.1051954328780639,-0.3788557590911576,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,273,11,5.1,87,1.4,321,3.1,0.25,0.0,0.0,12,6,-0.6516099225653734,1.4131619049129305,-0.3135455220219407,-1.834443294459177,-0.07456667938357835,-0.36734426086659877,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,333,12,5.8,85,1.7,349,3.4,0.43,0.0,0.0,12,6,-0.5930037944489778,1.314936113332919,-0.024037535276926314,-1.7884106500384298,-0.051595114262714195,-0.1601372928245394,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,495,13,6.8,81,1.9,390,3.7,0.6,0.0,0.0,12,6,-0.5092807542826983,1.118484530172896,0.1689677892197499,-1.7210057064223356,-0.028623549141850006,0.035558176992961085,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,563,14,7.6,76,1.2,422,3.6,0.69,0.0,0.0,12,6,-0.44230232214967463,0.8729200512228672,-0.5065508465186169,-1.6683969699414816,-0.0362807375154714,0.13916166101399072,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,621,15,8.0,73,1.6,433,3.4,0.53,0.0,0.0,12,6,-0.4088131060831628,0.72558136385285,-0.1205401975252643,-1.650312716776188,-0.051595114262714195,-0.04502231057895083,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,598,16,7.6,77,1.6,399,3.8,0.2,0.0,0.0,12,6,-0.44230232214967463,0.922032947012873,-0.1205401975252643,-1.7062094992870953,-0.020966360768228644,-0.424901751989393,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,545,17,6.7,82,1.5,358,3.8,0.05,0.0,0.0,12,6,-0.5176530582993262,1.1675974259629018,-0.21704285977360252,-1.7736144429031897,-0.020966360768228644,-0.5975742253577757,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,443,18,6.0,84,1.9,327,3.4,0.0,0.0,0.0,12,6,-0.5762591864157218,1.2658232175429132,0.1689677892197499,-1.824579156369017,-0.051595114262714195,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,422,19,5.7,85,1.7,309,3.3,0.0,0.0,0.0,12,6,-0.6013760984656057,1.314936113332919,-0.024037535276926314,-1.8541715706394974,-0.059252302636335595,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,397,20,5.2,87,1.4,253,3.2,0.0,0.0,0.0,12,6,-0.6432376185487454,1.4131619049129305,-0.3135455220219407,-1.946236859480992,-0.06690949100995695,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,385,21,4.7,87,1.2,247,2.7,0.0,0.0,0.0,12,6,-0.6850991386318851,1.4131619049129305,-0.5065508465186169,-1.956100997571152,-0.1051954328780639,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,350,22,4.3,89,1.8,201,2.6,0.0,0.0,0.0,12,6,-0.7185883546983971,1.511387696492942,0.0724651269714119,-2.03172605626238,-0.1128526212516853,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-03,303,23,3.9,90,1.3,194,2.4,0.0,0.0,0.0,12,6,-0.7520775707649088,1.5605005922829478,-0.4100481842702787,-2.0432342173675666,-0.12816699799892808,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,3,False,False,True,True,True
2017-12-04,285,0,4.2,88,0.6,216,2.3,0.0,0.0,0.0,12,0,-0.7269606587150249,1.4622748007029363,-1.0855668200086457,-2.0070657110369794,-0.1358241863725495,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,186,1,4.3,87,0.5,221,2.3,0.0,0.0,0.0,12,0,-0.7185883546983971,1.4131619049129305,-1.1820694822569837,-1.998845595961846,-0.1358241863725495,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,112,2,4.4,87,1.8,207,2.4,0.0,0.0,0.0,12,0,-0.710216050681769,1.4131619049129305,0.0724651269714119,-2.02186191817222,-0.12816699799892808,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,65,3,3.6,85,2.3,206,1.3,0.0,0.0,0.0,12,0,-0.7771944828147926,1.314936113332919,0.5549784382131023,-2.0235059411872465,-0.21239607010876338,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,41,4,2.8,89,1.5,130,1.1,0.0,0.0,0.0,12,0,-0.8441729149478163,1.511387696492942,-0.21704285977360252,-2.1484516903292747,-0.22771044685600614,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,82,5,2.0,83,2.7,253,-0.5,0.0,0.0,0.0,12,0,-0.9111513470808399,1.2167103217529074,0.9409890872064551,-1.946236859480992,-0.3502254608339484,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,200,6,1.2,76,3.7,371,-2.5,0.0,0.1,0.0,12,0,-0.9781297792138636,0.8729200512228672,1.9060157096898362,-1.7522421437078426,-0.5033692283063762,-0.6551317164805701,-0.043157505098743554,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,498,7,0.2,68,3.4,702,-5.0,0.0,0.0,0.0,12,0,-1.061852819380143,0.4800168849028212,1.6165077229448217,-1.2080705257340083,-0.6947989376469109,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,937,8,-0.8,69,3.5,954,-5.7,0.01,0.0,0.0,12,0,-1.1455758595464227,0.5291297806928269,1.71301038519316,-0.7937767259472827,-0.7483992562622606,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,509,9,-1.5,47,4.2,1888,-11.3,0.22,0.0,0.0,12,0,-1.2041819876628181,-0.5513539266872997,2.388529020931527,0.7417407700876455,-1.1772018051850586,-0.40187875554027536,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,311,10,-1.1,40,4.5,2000,-13.0,0.64,0.0,0.0,12,0,-1.1706927715963065,-0.8951441972173398,2.678037007676541,0.9258713477706347,-1.307374007536622,0.08160416989119654,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,379,11,-0.5,41,4.1,1799,-12.1,0.94,0.0,0.0,12,0,-1.1204589474965387,-0.8460313014273341,2.292026358683188,0.5954227217502701,-1.2384593121740297,0.42694911662796203,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,393,12,-0.3,38,4.8,1823,-12.9,1.11,0.0,0.0,12,0,-1.103714339463283,-0.9933699887973514,2.967544994421555,0.6348792741109107,-1.2997168191630006,0.6226445864454627,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,391,13,0.0,30,5.4,1938,-15.5,1.17,0.0,0.0,12,0,-1.078597427413399,-1.3862731551173975,3.546560967911584,0.82394192083898,-1.4988037168771569,0.6917135757928157,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,338,14,0.1,27,4.5,2000,-16.7,1.09,0.0,0.0,12,0,-1.070225123396771,-1.5336118424874146,2.678037007676541,0.9258713477706347,-1.5906899773606136,0.599621589996345,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,341,15,-0.1,25,5.8,2000,-17.8,0.88,0.0,0.0,12,0,-1.0869697314300268,-1.631837634067426,3.9325716169049363,0.9258713477706347,-1.674919049470449,0.35788012728060903,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,375,16,-0.2,23,4.7,2000,-18.8,0.55,0.0,0.0,12,0,-1.0953420354466548,-1.7300634256474376,2.8710423321732175,0.9258713477706347,-1.7514909332066628,-0.0219993141298331,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,515,17,-1.3,26,5.3,2000,-18.3,0.18,0.0,0.0,12,0,-1.1874373796295623,-1.5827247382774203,3.4500583056632457,0.9258713477706347,-1.7132049913385559,-0.4479247484385107,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,807,18,-2.1,29,3.9,2000,-17.7,0.0,0.0,0.0,12,0,-1.2544158117625859,-1.4353860509074032,2.0990210341865123,0.9258713477706347,-1.6672618610968273,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,568,19,-2.9,32,3.2,2000,-17.3,0.0,0.0,0.0,12,0,-1.3213942438956097,-1.288047363537386,1.4235023984481456,0.9258713477706347,-1.636633107602342,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,398,20,-3.6,38,3.0,2000,-15.8,0.0,0.0,0.0,12,0,-1.380000372012005,-0.9933699887973514,1.2304970739514693,0.9258713477706347,-1.521775281998021,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,397,21,-4.6,43,4.5,2000,-15.3,0.0,0.0,0.0,12,0,-1.4637234121782847,-0.7478055098473226,2.678037007676541,0.9258713477706347,-1.483489340129914,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,353,22,-5.3,45,2.5,2000,-15.3,0.0,0.0,0.0,12,0,-1.5223295402946804,-0.6495797182673111,0.7479837627097787,0.9258713477706347,-1.483489340129914,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-04,248,23,-5.8,44,2.4,2000,-16.1,0.0,0.0,0.0,12,0,-1.56419106037782,-0.6986926140573169,0.6514811004614405,0.9258713477706347,-1.5447468471188852,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,4,False,False,True,True,True
2017-12-05,216,0,-6.1,42,2.6,2000,-16.9,0.0,0.0,0.0,12,1,-1.589307972427704,-0.7969184056373284,0.8444864249581169,0.9258713477706347,-1.6060043541078561,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,5,False,False,True,True,True
2017-12-05,198,1,-6.5,41,2.8,2000,-17.6,0.0,0.0,0.0,12,1,-1.6227971884942156,-0.8460313014273341,1.0374917494547928,0.9258713477706347,-1.659604672723206,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,2017,5,False,False,True,True,True
